,Group name,User Discord id,Discord_user_name,Team Leader for that group,Vice Team Leader for that group,College group,Team leader discord id,Vice team leader discord id
,,813815112376254494,Abhishek Ahlawat#5889,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,588349375617564682,Unknown(sarthak)#4065,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,625338525025435705,Redskull#6233,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,810139312557260800,heisenberg#6162,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,563783110999801860,Caesar#9326,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,707070909483057212,NZEC#8952,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,763446719975260261,? peka ?#9329,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,703080555440504832,PyPranav#5645,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,741569238808133642,boris#8461,NZEC#8952,TechAkhil#2865,,707070909483057212,689358308712513766
,,,,,,,,
9,Team Blaze,,,,,,,
,,595921693390667777,Blaze#3394,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,537348830493016075,pathetic_geek#3070,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,752406614069477478,Gourav#0245,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,180006574385922048,Shubh#6189,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,699257872152002634,AriS#4914,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,494784496114073602,mrT4ntr4#4180,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,783196737116438578,Welsh Dragon#7568,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,547110674652856320,p014ri5#4806,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,775834763793268766,phantom0z#0343,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,790976735306842123,Trupthi#1121,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,715245744038084617,gagroz.exe#5576,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,793481584970825778,Naman#6928,Blaze#3394,p014ri5#4806,,595921693390667777,547110674652856320
,,,,,,,,
10,Weeb Developers Team,,,,,,,
,,740527159583440976,! Roysy J 👑#4460,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,704991341809106955,ayuhsri#4741,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,805126201080807424,shreyaspaliwal#6872,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,740812108161089597,Vlad Renczi#5263,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,740611329638793286,Imtesaal#2364,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,699413404275966073,iamanish#4474,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,458635512773607436,RantingNihilist#6448,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,456055928568152064,ahrazarfi#3643,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,777970728997355592,hm#5119,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,493375624040153098,Deepak Maidasani#5523,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,677143319071031296,programmergaurav#7440,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,468159340344508418,Akshay#2448,Imtesaal#2364,ahrazarfi#3643,,740611329638793286,456055928568152064
,,,,,,,,
11,Untitled Team ,,,,,,,
,,643509539467165709,Tanmay#4092,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,727769899308548146,DhruvGamer99 #7605,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,480625789403136021,Akshay#5867,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,741914517834825789,Hardik#8461,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,740390559247499336,redgren_grumbholdt#5429,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,671500065008910336,goblin#9952,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,630446052595466240,Microboy#3937,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,581032833334902785,JAADU#9779,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,751151170621276180,Rushali#9029,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,705447546679590913,sarveshsp#9110,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,673584115949240330,Adi_Ve_#0166,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,709493170064588951,I'am A.D.#3952,Tanmay#4092,Hardik#8461,,643509539467165709,741914517834825789
,,,,,,,,
13,PearlJoker Team,,,,,,,
,,741734736795533464,pearljoker202#7464,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,432165362281218079,Freakyyyyyyy#7941,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,817264189763616799,Jayesh Choudhari #4394,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,799196514500083732,GaganPotter#8199 ,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,737288772525359175,!WHITe DeVIL!#0530,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,713293192833007626,Niraj(P)#8586,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,816903361122795561,Komal#7616,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,650027243640193024,Nitish#6914,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,452829798960726018,Holt#4358,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,777642479154495508,Silent Watcher,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,780104248486264852,Ansfred#8719,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,752761338689749002,Yoshibokrar22#2836,pearljoker202#7464,Nitish#6914,,741734736795533464,650027243640193024
,,,,,,,,
15,Team Reboot,,,,,,,
,,220439329615380481,ProDoge#4615,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,809072503066329168,Vamshi#0329,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,811057495438524416,Ankit Singh#4646,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,705455360240255089,kvvishnu#7371,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,788656373482389504,6rivu#4564,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,733628845344948267,MoeedShaik#6084,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,818834556840050688,SK#8827,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,816151651298967572,Pratik#3568,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,781905518506803240, Virat#0364,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
	,,576988416202244096,abhay0808#5659,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,806833869038944276,rk2#0374,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,467386369828978688,Anku729#2012,ProDoge#4615,Anku729#2012,,220439329615380481,467386369828978688
,,,,,,,,
16,Team Async,,,,,,,
,,752860171428036668,ayush007#3998,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,342637568124518401,Ashirbad #5464,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,681765477256921115,haider000#5255,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,763679327694880778,rohan#7273,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,755696276850344016,Swag#3611,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,767715898831536138,ashishop#6953,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,764371570340397066,Tiyas#6186,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,760549077485092954,harsh shah#4083,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,697790354514247680,Amrita#3335,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,568026778472546305,shovik#2368,Ashirbad #5464,rohan#7273,,342637568124518401,763679327694880778
,,,,,,,,
17,Team Evolving,,,,,,,
,,696282096523673650,yash1908#8654,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,744653675552571404,Vector#2146,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,762148078059913226,crystalpious#0844,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,725378653336109156,A?TiTAN#5336,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,762695929174032405,saksham#2441,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,757499608770412656,_siddharth_#3031,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,699546984213643286,rider provider#7796,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,759352460208242709,SOUMYA#3082,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,511492356847960074,Revenant#9019,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,773826400318521364,PIYUSH SAHU#3534,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,798476395633311764,! Tanmay Bagadia#6110,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,699546984213643286,helix#8244,A?TiTAN#5336,_siddharth_#3031,,725378653336109156,757499608770412656
,,,,,,,,
18,Dark Angel Team,,,,,,,
,,743745980633186387,darkangel#4954,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,700693120546897991,Vivek#1900,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,717956950737813594,Deep.py#8581,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,670310553763184660,Sids#0457,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,295875067890368512,piletap#8479,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,706215302052184154,Wisp#8301,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,690790023317946429,apurvaaaah#2538,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,818782415845589002,Ishan Bhardwaj#6110,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,818830354919849984,Anuj#3037,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,755753348937809940,Vinyas#3241,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,531542632321777686,Manav#3175,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,695503471213805610,devansh_10#9867,darkangel#4954,Manav#3175,,743745980633186387,531542632321777686
,,,,,,,,
19,Rishika Team,,,,,,,
,,778651373302054922,noobietales#9102,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,734994100608040980,Captaincool96#0433,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,719247690374053951,Qwerty#7349,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,546303787275517954,anmol#9102,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,719248075499241514,rishika#2147,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,445124292917592064,lzi#4399,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,762546551507124224,Hrishita Paul#1203,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,158789958948225024,Soap#7728,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,820522154470670336,Arun_kumar#0242,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,756038546329960499,Nikhil2800#7944,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,727888921840713761,imessinate#5644,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,765271866851196988,Alchemist#0324,rishika#2147,Qwerty#7349,,719248075499241514,719247690374053951
,,,,,,,,
20,Team Phoenix,,,,,,,
,,784109594623606804,Pradhumn Sharma#6587,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783948110619082773,kushagra#0508,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,784466928303341659,Aameliaa2045,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783948401981128725,Rachit#6395,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,431532381326016552,wonder uj#9829,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783945620750336021,Khush_#4964,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,800046827835097158,ritika#2783,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,784274773068218368,illusion19#0860,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783948122031259648,Ballistic Dreamer#3485,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783946557334093844,Rahul Dubey,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,808734014537334795,Muku#8696,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,783945983335071815,aayush#3774,Rachit#6395,Ballistic Dreamer#3485,,783948401981128725,783948122031259648
,,,,,,,,
21,Falcons Team,,,,,,,
,,274084359232028675,A7harva#8999,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,807102371464871957,Laxman Singh Saini#2769,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,784376189086466050,RahuL#3737,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,795583617085472828,JUMBO#6427,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,802557348027301892,Chaitanya#8866,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,784650699086102568,Harsh Pratap Singh #4296,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,796214363262025728,Ashutosh#1093,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,784108614075678741,Ajeet Singh#4225,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,785112688463970335,PINCHU_PANDA#7648,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,783946622824480769,adarsh17#2764,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,784424764021669949,anshul#7222,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,817752619103551488,Dayanand#4526,Chaitanya#8866,Ashutosh#1093,,802557348027301892,796214363262025728
,,,,,,,,
22,Ruved Team,,,,,,,
,,814084094861639680,Aish#4180,ruved#2833,!! Roysy#4460',,772090917649252352,740527159583440976
,,754945862547013724,kunnu#6857,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,740527159583440976,!! Roysy#4460,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,772090917649252352,trevor05#1869,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,772090917649252352,ruved#2833,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,545320459038883855,JJS_Jasjappan Singh#,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,587244031541510161,randomcreativename#8657,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,817732395594809357,harsh8055#8036,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,611110384153264129,black#0915,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,811173798250414120,FARHAN#5602,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,692320631735451739,Ashish karangale#6818,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,819579221466808331,Vishweshvaran m,ruved#2833,!! Roysy#4460,,772090917649252352,740527159583440976
,,,,,,,,
23,Cicada 3301 Team,,,,,,,
,,679661260132188164,CyFun#6640,lallan top#7582,CyFun#6640,,777540619118968833,679661260132188164
,,777540619118968833,lallan top#7582,lallan top#7582,CyFun#6641,,777540619118968833,679661260132188164
,,694996625214537768,(JC4)Dragon Deed#2282,lallan top#7582,CyFun#6642,,777540619118968833,679661260132188164
,,452913204302053418,Davortex#4408,lallan top#7582,CyFun#6643,,777540619118968833,679661260132188164
,,784290013176397824,Ash21#8424,lallan top#7582,CyFun#6644,,777540619118968833,679661260132188164
,,784260671356534794,Renesmee 28#6873,lallan top#7582,CyFun#6645,,777540619118968833,679661260132188164
,,762922354300813342,s4dr0t1#3454,lallan top#7582,CyFun#6646,,777540619118968833,679661260132188164
,,784260671356534794,Abee yrr#6152,lallan top#7582,CyFun#6647,,777540619118968833,679661260132188164
,,794641404281225317,Ruhang#0596,lallan top#7582,CyFun#6648,,777540619118968833,679661260132188164
,,767273107475005471,Paritosh Shukla #1319,lallan top#7582,CyFun#6649,,777540619118968833,679661260132188164
,,783691784441167882,Sourav#7832,lallan top#7582,CyFun#6650,,777540619118968833,679661260132188164
,,794638156867567646,kratik manker#8025,lallan top#7582,CyFun#6651,,777540619118968833,679661260132188164
,,,,,,,,
25,Celestial Brains  Team,,,,,,,
,,665182844573712410,dgd#0919,BeardedOwl#2311,dgd#0919,,701350507712872509,665182844573712410
,,752218721455702078,dddg02,BeardedOwl#2311,dgd#0920,,701350507712872509,665182844573712410
,,559386291817414666,Gautam Garg#1208,BeardedOwl#2311,dgd#0922,,701350507712872509,665182844573712410
,,292516666707935232,FaLx,BeardedOwl#2311,dgd#0923,,701350507712872509,665182844573712410
,,707311767918870571,!Udit#8816,BeardedOwl#2311,dgd#0924,,701350507712872509,665182844573712410
,,701350507712872509,BeardedOwl#2311,BeardedOwl#2311,dgd#0926,,701350507712872509,665182844573712410
